epoch,bde_loss,bdfe_loss,loss,val_bde_loss,val_bdfe_loss,val_loss
41,0.8565581440925598,0.8209808468818665,1.6775391101837158,0.9672760367393494,0.9362987279891968,1.9035749435424805
42,0.8815929293632507,0.8419753313064575,1.723568081855774,1.3633219003677368,1.3104580640792847,2.6737797260284424
43,0.9992131590843201,0.946513295173645,1.945724606513977,1.3886113166809082,1.5758838653564453,2.9644951820373535
44,0.9515473246574402,0.9059555530548096,1.8575032949447632,0.980785071849823,0.9538642764091492,1.9346495866775513
45,0.911633312702179,0.8684186935424805,1.7800511121749878,1.3394246101379395,1.0711110830307007,2.4105355739593506
46,0.875597357749939,0.8343809843063354,1.7099775075912476,1.0396528244018555,0.9379861950874329,1.977639079093933
47,0.8294615745544434,0.7952040433883667,1.6246650218963623,1.0939918756484985,1.0758488178253174,2.1698405742645264
48,0.8422013521194458,0.8051922917366028,1.647393822669983,1.06965970993042,1.2326267957687378,2.3022866249084473
49,0.9050554633140564,0.862848699092865,1.7679028511047363,1.0370596647262573,1.0070832967758179,2.044142961502075
50,0.8277567625045776,0.7933459281921387,1.6211020946502686,1.2251341342926025,1.216934323310852,2.442068338394165
51,0.8372154831886292,0.8004012107849121,1.637617588043213,1.0641494989395142,0.9753820300102234,2.0395314693450928
52,0.81482994556427,0.780554473400116,1.5953845977783203,0.9987940788269043,0.9548079967498779,1.9536020755767822
53,0.8270843029022217,0.7916971445083618,1.6187820434570312,1.2166197299957275,1.1708998680114746,2.387519598007202
54,0.8211895227432251,0.7859479784965515,1.6071367263793945,1.8283448219299316,1.8079630136489868,3.636307954788208
55,0.885012686252594,0.8414216637611389,1.7264342308044434,1.163942575454712,1.0861471891403198,2.2500898838043213
56,0.8337607979774475,0.7969043850898743,1.6306655406951904,1.0348514318466187,1.1417632102966309,2.17661452293396
57,0.886176347732544,0.8415840268135071,1.7277612686157227,0.9945029616355896,0.9384174346923828,1.9329203367233276
58,0.849003255367279,0.8094753623008728,1.658478856086731,0.9383493065834045,0.9187740683555603,1.8571231365203857
59,0.7531207203865051,0.7238426804542542,1.4769632816314697,1.1949859857559204,1.1162172555923462,2.3112034797668457
60,0.8605190515518188,0.8182035088539124,1.6787225008010864,0.9629131555557251,0.9123222231864929,1.8752355575561523
61,0.7896218299865723,0.7562962174415588,1.5459179878234863,1.2040737867355347,1.042209506034851,2.2462832927703857
62,0.7691318988800049,0.7374770045280457,1.5066100358963013,1.1549859046936035,1.0809640884399414,2.235950231552124
63,0.7793372869491577,0.7468641400337219,1.5262020826339722,0.985041618347168,0.9626896977424622,1.9477314949035645
64,0.7589470744132996,0.7275015711784363,1.4864492416381836,1.2882734537124634,1.0933005809783936,2.3815739154815674
65,0.792273223400116,0.7584449648857117,1.5507181882858276,1.059749960899353,1.100375771522522,2.160125732421875
66,0.8163493275642395,0.7784818410873413,1.5948327779769897,0.8880489468574524,0.8945407271385193,1.7825896739959717
67,0.7559018731117249,0.7255672812461853,1.481468915939331,0.9255462288856506,0.8986537456512451,1.824199914932251
68,0.7555460929870605,0.7246648669242859,1.4802112579345703,0.972139298915863,0.9674862027168274,1.93962562084198
69,0.754862368106842,0.723802924156189,1.4786648750305176,1.2672922611236572,1.082384467124939,2.3496766090393066
70,0.8610238432884216,0.8204647302627563,1.6814881563186646,1.097541332244873,1.0131829977035522,2.110724449157715
71,0.7448350191116333,0.7161890268325806,1.461024522781372,0.9040547609329224,0.8688176870346069,1.7728724479675293
72,0.7392019629478455,0.7103365063667297,1.4495388269424438,1.1046106815338135,0.9907378554344177,2.095348596572876
73,0.8211477398872375,0.781075119972229,1.6022237539291382,0.9287653565406799,0.8930097818374634,1.821775197982788
74,0.7658736109733582,0.7323390245437622,1.4982118606567383,0.9569914937019348,0.929399311542511,1.8863909244537354
75,0.7406624555587769,0.7108524441719055,1.4515149593353271,0.9365383386611938,0.9291363954544067,1.8656747341156006
76,0.7164399027824402,0.6895356774330139,1.405975580215454,0.8730958700180054,0.9200800061225891,1.7931756973266602
77,0.7138882279396057,0.6860722303390503,1.3999607563018799,0.9066648483276367,0.9764304161071777,1.8830952644348145
78,0.7287018895149231,0.7002253532409668,1.4289273023605347,0.9597811698913574,0.8847330212593079,1.8445143699645996
79,0.760967493057251,0.730042576789856,1.491011381149292,0.959145188331604,1.0690245628356934,2.028169870376587
80,0.7200893759727478,0.6922222375869751,1.41231107711792,0.9351305961608887,0.8650540709495544,1.8001846075057983
81,0.7428311109542847,0.7118010520935059,1.45463228225708,0.8787543773651123,0.8400493264198303,1.7188037633895874
82,0.6877789497375488,0.6634864211082458,1.3512669801712036,0.934814453125,0.8746412992477417,1.8094559907913208
83,0.7034165859222412,0.6758000254631042,1.3792164325714111,1.068721055984497,1.0408499240875244,2.1095709800720215
84,0.695219874382019,0.6690627336502075,1.364282250404358,1.041543960571289,0.9768826365470886,2.0184266567230225
85,0.72551429271698,0.6964856386184692,1.4219996929168701,0.9723633527755737,0.9059339761734009,1.8782973289489746
86,0.702165424823761,0.6747449040412903,1.3769097328186035,0.8911755084991455,0.8706074953079224,1.7617828845977783
87,0.7491170763969421,0.7198922038078308,1.4690089225769043,1.0008596181869507,0.890042781829834,1.8909024000167847
88,0.756733238697052,0.7256201505661011,1.4823533296585083,0.8785152435302734,0.8511176705360413,1.7296329736709595
89,0.6819238662719727,0.6566730737686157,1.3385976552963257,0.8539550304412842,0.8087912201881409,1.6627460718154907
90,0.751163899898529,0.7171198725700378,1.4682831764221191,0.9553915858268738,1.008873462677002,1.964264988899231
91,0.6794176697731018,0.6542024612426758,1.3336191177368164,1.2754714488983154,1.1596421003341675,2.4351136684417725
92,0.681408166885376,0.6551432609558105,1.3365514278411865,1.1926660537719727,1.0538958311080933,2.2465620040893555
93,0.7169976830482483,0.6867617964744568,1.4037600755691528,0.9404575824737549,0.8272045254707336,1.7676621675491333
94,0.6782681941986084,0.6525241136550903,1.3307924270629883,0.8675006628036499,0.8574422597885132,1.724942922592163
95,0.6636922359466553,0.6386148929595947,1.3023066520690918,1.034547209739685,1.008077621459961,2.0426249504089355
96,0.6771982312202454,0.6510924100875854,1.3282909393310547,0.8728969097137451,0.8646475672721863,1.7375445365905762
97,0.6917387843132019,0.6646036505699158,1.3563426733016968,0.8360908627510071,0.8008241057395935,1.6369150876998901
98,0.6692903637886047,0.6454975605010986,1.3147872686386108,1.0793392658233643,0.9724884033203125,2.0518276691436768
99,0.6692550182342529,0.6435351371765137,1.3127902746200562,0.8918370604515076,0.8695200681686401,1.7613571882247925
100,0.6799505949020386,0.6541032195091248,1.33405339717865,1.0873922109603882,1.1402878761291504,2.227680206298828
101,0.6646613478660583,0.6408535242080688,1.3055156469345093,0.9053788185119629,0.9337271451950073,1.8391060829162598
102,0.7215830087661743,0.6906930804252625,1.412276029586792,1.1476953029632568,1.0870890617370605,2.2347843647003174
103,0.6571648716926575,0.6336188912391663,1.2907832860946655,0.9861535429954529,0.8819195628166199,1.8680732250213623
104,0.6745469570159912,0.6487078666687012,1.3232547044754028,0.8529891967773438,0.829929769039154,1.6829190254211426
105,0.646152675151825,0.6238681674003601,1.2700204849243164,1.3303509950637817,1.1832915544509888,2.5136423110961914
106,0.6730721592903137,0.6472107768058777,1.320283055305481,1.1189953088760376,0.9860450029373169,2.1050403118133545
107,0.6580305695533752,0.6336376667022705,1.2916682958602905,1.0136545896530151,0.9508231282234192,1.9644776582717896
108,0.6684303283691406,0.6422650218009949,1.3106963634490967,0.9313828349113464,0.8987165689468384,1.8300992250442505
109,0.6587294340133667,0.6351245641708374,1.293853998184204,0.851901650428772,0.8186498880386353,1.6705516576766968
110,0.6359564065933228,0.6139968037605286,1.2499533891677856,1.0816823244094849,0.9844584465026855,2.06614089012146
111,0.6875941157341003,0.6610310077667236,1.3486244678497314,1.197056531906128,1.0649323463439941,2.261989116668701
112,0.6610984206199646,0.6361711621284485,1.2972699403762817,0.8386526107788086,0.8044605851173401,1.6431130170822144
113,0.6507360339164734,0.6275792717933655,1.278315782546997,1.5428156852722168,1.3650778532028198,2.907893657684326
114,0.6360152363777161,0.6134346723556519,1.249450445175171,0.9414764642715454,0.8991495966911316,1.8406261205673218
115,0.6262896656990051,0.6046704053878784,1.2309597730636597,0.8398114442825317,0.8049362301826477,1.6447478532791138
116,0.6360946297645569,0.6134243607521057,1.2495183944702148,0.9358858466148376,0.9440523386001587,1.8799383640289307
117,0.7086249589920044,0.6772907376289368,1.3859153985977173,0.9232943654060364,0.8338450193405151,1.7571394443511963
118,0.6348253488540649,0.6131297945976257,1.2479543685913086,0.8759336471557617,0.8327623009681702,1.7086960077285767
119,0.6209878921508789,0.6004756093025208,1.2214632034301758,0.8813835382461548,0.9029634594917297,1.7843469381332397
120,0.6232767701148987,0.6014628410339355,1.2247397899627686,0.8449217081069946,0.8119843006134033,1.656906008720398
121,0.619541585445404,0.5991606116294861,1.218703031539917,0.926072359085083,0.8572431206703186,1.7833154201507568
122,0.6246889233589172,0.6030170917510986,1.2277066707611084,0.993815541267395,0.9477449655532837,1.9415603876113892
123,0.6885212659835815,0.660533607006073,1.3490546941757202,1.1682356595993042,1.1862386465072632,2.3544745445251465
124,0.6310054063796997,0.6084157228469849,1.2394218444824219,0.8627880215644836,0.7971639633178711,1.6599520444869995
125,0.6074211597442627,0.5873886942863464,1.1948105096817017,0.8094934225082397,0.7796392440795898,1.5891326665878296
126,0.6063521504402161,0.5862883925437927,1.192640781402588,0.959587574005127,1.0312793254852295,1.9908671379089355
127,0.6210585832595825,0.5994582772254944,1.220516562461853,0.8454225659370422,0.8120410442352295,1.6574636697769165
128,0.6330819725990295,0.6104580163955688,1.2435401678085327,0.8318217396736145,0.7912915945053101,1.6231131553649902
129,0.6010212302207947,0.5813871026039124,1.1824079751968384,0.8290027379989624,0.7881234288215637,1.6171259880065918
130,0.6106961965560913,0.5898985862731934,1.2005949020385742,0.822679340839386,0.7781922221183777,1.6008715629577637
131,0.6104178428649902,0.5910578370094299,1.2014762163162231,0.9084864854812622,0.877280592918396,1.7857671976089478
132,0.6216211318969727,0.6000365018844604,1.2216579914093018,0.8495250344276428,0.7856524586677551,1.6351773738861084
133,0.6345982551574707,0.6123138666152954,1.2469122409820557,0.837549090385437,0.8070078492164612,1.6445568799972534
134,0.5966169834136963,0.5778007507324219,1.174418568611145,0.8211724758148193,0.7760575413703918,1.5972299575805664
135,0.5932630896568298,0.5742385983467102,1.1675012111663818,1.1698704957962036,1.0310629606246948,2.2009334564208984
136,0.6123751401901245,0.5908054113388062,1.2031809091567993,0.856292188167572,0.8330022096633911,1.6892945766448975
137,0.6117776036262512,0.5909991264343262,1.2027772665023804,0.856249213218689,0.822829008102417,1.679078221321106
138,0.6219930648803711,0.6008742451667786,1.2228673696517944,1.0262447595596313,0.9651594758033752,1.9914042949676514
139,0.6107543706893921,0.5887592434883118,1.1995124816894531,0.8073759078979492,0.7828851342201233,1.5902609825134277
140,0.5832954049110413,0.5645635724067688,1.1478588581085205,0.8932387232780457,0.7934551239013672,1.6866939067840576
141,0.5799379944801331,0.5625147223472595,1.142452597618103,0.8449212908744812,0.7901683449745178,1.635089635848999
142,0.5908083915710449,0.5715758800506592,1.1623843908309937,0.8266480565071106,0.8205983638763428,1.6472463607788086
143,0.5851315855979919,0.5660598278045654,1.151191234588623,0.9259663224220276,0.8558471202850342,1.781813383102417
144,0.6160650253295898,0.5942234396934509,1.2102879285812378,0.9214019179344177,0.8101215958595276,1.7315233945846558
145,0.5977603197097778,0.5767638683319092,1.1745237112045288,1.0251554250717163,0.9781936407089233,2.0033490657806396
146,0.602533757686615,0.5818883180618286,1.1844216585159302,0.9215878844261169,0.9029015898704529,1.8244894742965698
147,0.5881751775741577,0.5692046284675598,1.1573799848556519,0.8092862367630005,0.7795076370239258,1.5887938737869263
148,0.5801503658294678,0.5620766878128052,1.1422265768051147,0.8868592977523804,0.8203283548355103,1.7071876525878906
149,0.583881139755249,0.5641178488731384,1.1479991674423218,0.8791210055351257,0.836712658405304,1.7158337831497192
150,0.6391022801399231,0.6159294843673706,1.2550313472747803,0.8235089182853699,0.7958542704582214,1.6193631887435913
151,0.5725862383842468,0.555210292339325,1.1277962923049927,0.8262714147567749,0.8025490045547485,1.6288204193115234
152,0.5678589344024658,0.5502743124961853,1.1181330680847168,0.8630645275115967,0.8123754262924194,1.6754399538040161
153,0.5739884376525879,0.5563367605209351,1.130324125289917,0.8482245206832886,0.8636751174926758,1.7118996381759644
154,0.5978936553001404,0.576727569103241,1.174620509147644,0.9912217855453491,0.91556715965271,1.9067890644073486
155,0.5652689933776855,0.5484715700149536,1.1137404441833496,0.870080828666687,0.809368371963501,1.679449200630188
156,0.5831490159034729,0.5641027688980103,1.1472511291503906,0.8343956470489502,0.7837801575660706,1.618175745010376
157,0.5662668347358704,0.5485601425170898,1.1148271560668945,0.8313924670219421,0.7810407280921936,1.6124330759048462
158,0.5677143335342407,0.5503191351890564,1.1180328130722046,0.7992525696754456,0.7678915858268738,1.5671441555023193
159,0.5734290480613708,0.5544567704200745,1.127885341644287,1.234463095664978,1.1695834398269653,2.4040462970733643
160,0.579587996006012,0.561006486415863,1.140594482421875,0.8369443416595459,0.7740362286567688,1.6109806299209595
161,0.5606152415275574,0.5434339046478271,1.1040492057800293,0.8047143220901489,0.77042555809021,1.5751397609710693
162,0.5936066508293152,0.5722531080245972,1.1658598184585571,0.8428847789764404,0.8535714149475098,1.6964560747146606
163,0.5666135549545288,0.5484619140625,1.115074634552002,0.7903915047645569,0.7597433924674988,1.5501348972320557
164,0.5694354772567749,0.5530183911323547,1.1224533319473267,0.8524249196052551,0.8067833781242371,1.6592084169387817
165,0.569683849811554,0.551659882068634,1.121343970298767,0.9237606525421143,0.8620750904083252,1.7858357429504395
166,0.5671559572219849,0.5494577884674072,1.116613507270813,0.8862956762313843,0.7854470014572144,1.6717426776885986
167,0.5531859993934631,0.5367241501808167,1.0899107456207275,0.8377542495727539,0.7815417051315308,1.6192958354949951
168,0.5611976385116577,0.5427032113075256,1.10390043258667,0.8083149194717407,0.7563563585281372,1.5646713972091675
169,0.5538368225097656,0.5370367169380188,1.090874195098877,0.8017364740371704,0.7624821066856384,1.564218521118164
170,0.5619267821311951,0.5442903637886047,1.1062177419662476,0.8394769430160522,0.7899968028068542,1.6294736862182617
171,0.5551360845565796,0.538109540939331,1.0932464599609375,0.8406755328178406,0.8129769563674927,1.6536524295806885
172,0.5692636370658875,0.5514813661575317,1.120745301246643,0.8153027892112732,0.896554172039032,1.7118569612503052
173,0.5401743650436401,0.5245943069458008,1.0647692680358887,1.0364412069320679,1.0552946329116821,2.091735601425171
174,0.5490137338638306,0.5324447154998779,1.081458330154419,0.833345353603363,0.809999942779541,1.6433452367782593
175,0.5439271330833435,0.5275816321372986,1.071509599685669,0.8455309867858887,0.8141816854476929,1.6597126722335815
176,0.5517575144767761,0.533645749092102,1.0854032039642334,0.8313345909118652,0.8107982277870178,1.6421327590942383
177,0.5382855534553528,0.5227608680725098,1.0610460042953491,0.8114706873893738,0.7831079959869385,1.5945786237716675
178,0.5536132454872131,0.5361382365226746,1.0897516012191772,0.7876392006874084,0.7514814138412476,1.5391206741333008
179,0.5403281450271606,0.52516770362854,1.0654962062835693,1.1671782732009888,0.9599542021751404,2.1271324157714844
180,0.5525602102279663,0.5341147780418396,1.0866752862930298,0.8479808568954468,0.7992706298828125,1.6472516059875488
181,0.537771999835968,0.5219011306762695,1.0596731901168823,1.0419657230377197,0.9765743017196655,2.018540143966675
182,0.5488817095756531,0.5309510231018066,1.0798324346542358,0.9061814546585083,0.9016814827919006,1.8078631162643433
183,0.5507325530052185,0.533386766910553,1.0841190814971924,0.8455172777175903,0.7963350415229797,1.6418523788452148
184,0.540559709072113,0.5245704054832458,1.065130352973938,0.8728902339935303,0.8854378461837769,1.7583283185958862
185,0.535923182964325,0.5211867690086365,1.0571099519729614,0.8006800413131714,0.7648632526397705,1.565543293952942
186,0.5401436686515808,0.5242342948913574,1.064378261566162,0.8766449093818665,0.8686944842338562,1.7453393936157227
187,0.5472432971000671,0.5314304232597351,1.0786738395690918,0.8810999393463135,0.80092853307724,1.6820282936096191
188,0.5478568077087402,0.5301801562309265,1.078036904335022,0.9144278168678284,0.8746258616447449,1.7890536785125732
189,0.5545682907104492,0.5352556705474854,1.089823603630066,0.7851834297180176,0.7521784901618958,1.537361979484558
190,0.5337964296340942,0.5177529454231262,1.0515490770339966,0.9037689566612244,0.877208948135376,1.7809779644012451
191,0.5266289710998535,0.5122990012168884,1.0389280319213867,0.8419169783592224,0.7966409921646118,1.6385581493377686
192,0.5312727689743042,0.5156517624855042,1.04692542552948,0.7861747145652771,0.7616646885871887,1.5478395223617554
193,0.5301744341850281,0.5143153071403503,1.044489860534668,0.797605574131012,0.7661691308021545,1.563774824142456
194,0.5249120593070984,0.5100651383399963,1.0349767208099365,0.79702228307724,0.7737636566162109,1.5707859992980957
195,0.5306814312934875,0.5152398943901062,1.0459214448928833,0.7901754975318909,0.7581578493118286,1.5483332872390747
196,0.5275101065635681,0.5133199095726013,1.0408298969268799,0.7924079298973083,0.7744113802909851,1.566819429397583
197,0.5307844877243042,0.5150371193885803,1.0458219051361084,0.8595219254493713,0.8594679832458496,1.7189897298812866
198,0.5399770140647888,0.5247355103492737,1.064712643623352,0.8465456962585449,0.8243305683135986,1.670876383781433
199,0.5220159292221069,0.5071486234664917,1.0291647911071777,0.8304007053375244,0.7782229781150818,1.608623743057251
200,0.5276970863342285,0.5111024379730225,1.0387994050979614,1.1568254232406616,1.021716594696045,2.178541898727417
201,0.5713346600532532,0.5515826344490051,1.1229169368743896,0.822403609752655,0.8055961728096008,1.6279997825622559
202,0.5175081491470337,0.5037564039230347,1.0212647914886475,0.7916606068611145,0.745696485042572,1.537357211112976
203,0.510094404220581,0.4960768520832062,1.0061709880828857,0.8148172497749329,0.8317534327507019,1.6465706825256348
204,0.5267907381057739,0.5110539197921753,1.0378443002700806,0.841310977935791,0.7833479642868042,1.6246589422225952
205,0.521599292755127,0.5071634650230408,1.0287635326385498,0.823433518409729,0.8337286710739136,1.6571621894836426
206,0.5097947120666504,0.49646902084350586,1.0062637329101562,0.8056434988975525,0.7889531850814819,1.5945965051651
207,0.5638414621353149,0.5446876287460327,1.1085283756256104,0.8760251998901367,0.8396240472793579,1.7156492471694946
208,0.5061928033828735,0.4921903610229492,0.9983834624290466,0.7894371151924133,0.781643271446228,1.5710803270339966
209,0.5070436000823975,0.49375662207603455,1.0008002519607544,0.8039072155952454,0.8029032349586487,1.606810450553894
210,0.5199444890022278,0.504869282245636,1.024813175201416,0.840620756149292,0.7836332321166992,1.6242538690567017
211,0.5138304233551025,0.4984264075756073,1.0122562646865845,0.8895087838172913,0.931913435459137,1.8214222192764282
212,0.5123915672302246,0.4986211657524109,1.0110130310058594,1.0002241134643555,0.9608463644981384,1.9610702991485596
213,0.5111303329467773,0.49720945954322815,1.0083396434783936,0.824065089225769,0.80125892162323,1.625324010848999
214,0.5109624862670898,0.49593237042427063,1.0068944692611694,0.7778909206390381,0.7518924474716187,1.5297833681106567
215,0.5252122282981873,0.5086492896080017,1.033861517906189,0.8116010427474976,0.7685849070549011,1.5801857709884644
216,0.5083310604095459,0.49466854333877563,1.0029995441436768,0.7999218702316284,0.7835416793823242,1.5834636688232422
217,0.5128408074378967,0.49769359827041626,1.0105342864990234,0.7726805806159973,0.7674304842948914,1.5401111841201782
218,0.5009598135948181,0.48794251680374146,0.9889023900032043,0.7895731329917908,0.7649388313293457,1.5545119047164917
219,0.5113093256950378,0.497489869594574,1.0087987184524536,0.7864411473274231,0.762265145778656,1.5487061738967896
220,0.5043314099311829,0.49047231674194336,0.9948041439056396,0.8532034158706665,0.8230094313621521,1.6762129068374634
221,0.5109868049621582,0.49536630511283875,1.0063542127609253,0.8611772656440735,0.8286902904510498,1.6898677349090576
222,0.515997052192688,0.5015906095504761,1.0175873041152954,0.8005567789077759,0.7846128344535828,1.5851696729660034
223,0.514601469039917,0.5000243782997131,1.0146262645721436,1.1359831094741821,1.0458132028579712,2.1817963123321533
224,0.520635724067688,0.5050204992294312,1.0256564617156982,0.8971318602561951,0.8345105648040771,1.7316423654556274
225,0.4937269389629364,0.4803332984447479,0.97406005859375,0.7939103245735168,0.7866628170013428,1.5805730819702148
226,0.49378082156181335,0.4807935059070587,0.9745739102363586,1.0065257549285889,0.9351362586021423,1.9416619539260864
227,0.49765557050704956,0.4843137562274933,0.9819689989089966,0.9817054271697998,0.9049018621444702,1.88660728931427
228,0.510697066783905,0.4962555468082428,1.0069525241851807,0.791890561580658,0.7619919776916504,1.5538825988769531
229,0.4917263686656952,0.4781898856163025,0.9699163436889648,0.8321799039840698,0.7668458819389343,1.599025845527649
230,0.49200886487960815,0.4796963334083557,0.9717048406600952,0.8901581168174744,0.8457309603691101,1.735889196395874
231,0.5187571048736572,0.502761960029602,1.0215189456939697,0.8104490041732788,0.8070117235183716,1.6174607276916504
232,0.5047934651374817,0.4912947714328766,0.9960880279541016,0.9843317270278931,1.0149614810943604,1.9992930889129639
233,0.4973275661468506,0.4840279817581177,0.9813555479049683,0.8531107306480408,0.838172972202301,1.6912837028503418
234,0.5091739296913147,0.49431920051574707,1.0034931898117065,0.8122108578681946,0.775390625,1.5876015424728394
235,0.5125513076782227,0.49811744689941406,1.010668158531189,1.0098865032196045,0.9998875856399536,2.0097742080688477
236,0.49594712257385254,0.48323559761047363,0.9791823625564575,0.7962069511413574,0.7522103190422058,1.5484172105789185
237,0.5083431601524353,0.49412083625793457,1.002463698387146,0.77229243516922,0.7316048741340637,1.5038971900939941
238,0.48939985036849976,0.4771267771720886,0.9665263891220093,0.846224844455719,0.8033271431922913,1.6495519876480103
239,0.4917071759700775,0.47894835472106934,0.9706560969352722,1.3138821125030518,1.2628960609436035,2.5767781734466553
240,0.4993636906147003,0.48646920919418335,0.9858331680297852,0.7866474390029907,0.7592071890830994,1.5458546876907349
241,0.49076855182647705,0.47719019651412964,0.9679579734802246,0.7810540199279785,0.7488947510719299,1.5299488306045532
242,0.4800359010696411,0.4685162901878357,0.948552131652832,0.77862548828125,0.77474445104599,1.5533699989318848
243,0.4843851327896118,0.47163984179496765,0.9560245871543884,0.8288205862045288,0.7642650604248047,1.5930856466293335
244,0.4852657914161682,0.47314849495887756,0.9584141373634338,0.8025513291358948,0.8007792234420776,1.6033307313919067
245,0.490158349275589,0.4773384630680084,0.9674960970878601,0.7832338809967041,0.7649200558662415,1.5481539964675903
246,0.48558661341667175,0.473285436630249,0.9588717818260193,0.7772645354270935,0.7485557794570923,1.525820255279541
247,0.4824220836162567,0.47031712532043457,0.9527395963668823,0.7722603678703308,0.7283176183700562,1.5005779266357422
248,0.4879477620124817,0.4754479229450226,0.963395357131958,0.8019257187843323,0.7717680931091309,1.573693871498108
249,0.4791752099990845,0.4671543538570404,0.9463301301002502,0.8050710558891296,0.7575395703315735,1.5626105070114136
250,0.4858739376068115,0.47340840101242065,0.9592826962471008,0.7923409938812256,0.8025732040405273,1.594914197921753
251,0.4975839853286743,0.48341163992881775,0.9809948205947876,0.7819631099700928,0.7557597160339355,1.5377229452133179
252,0.4784969985485077,0.46674907207489014,0.9452459216117859,0.7934588193893433,0.7581961750984192,1.5516549348831177
